Rue;Code Bureau;Bureau de Vote;Score Priorité;Nb Électeurs;Nb Foyers;Électeurs/Foyer;Âge Moyen;% Natifs Vendée;% Hommes
RUE MARCELIN BERTHELOT [OLONNE SUR MER] (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;32,35;13;8;1,63;51,38;23,08;53,85
IMPASSE BERNARD BUFFET (85180);15;GALERIE DES RIAUX;32,35;21;10;2,10;59,95;9,52;52,38
RUE DE LA CROIX BLANCHE [CHATEAU D'OLONNE] (85180);16;ECOLE PRIMAIRE DES NOUETTES;32,32;26;15;1,73;55,38;11,54;46,15
ALLEE DES AMETHYSTES [OLONNE SUR MER] (85340);30;OLONNESPACE;32,31;21;14;1,50;39,90;42,86;42,86
RUE DE L'AURORE (85340);33;COLONIE DE SAUVETERRE;32,31;14;9;1,56;50,29;57,14;50,00
IMPASSE DE LA PORTE DU SOLEIL [CHATEAU D'OLONNE] (85180);36;ECOLE PRIMAIRE RENE MILLET ;32,31;34;24;1,42;39,82;50,00;44,12
RUE ELSA TRIOLET (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;32,31;39;18;2,17;62,51;35,90;46,15
RUE ROBERT DEBRE [CHATEAU D'OLONNE] (85180);15;GALERIE DES RIAUX;32,30;26;20;1,30;46,81;23,08;53,85
RUE DE LA CROIX BLANCHE (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;32,30;88;51;1,73;63,59;48,86;44,32
RUE JACQUES-YVES COUSTEAU (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;32,29;16;8;2,00;59,50;37,50;50,00
IMPASSE BOTTICELLI (85180);15;GALERIE DES RIAUX;32,27;17;9;1,89;57,47;41,18;64,71
RUE DES CORDERIES (85100);1;HOTEL DE VILLE;32,27;16;7;2,29;59,56;25,00;37,50
RUE JEAN BOROTRA (85180);36;ECOLE PRIMAIRE RENE MILLET ;32,27;17;8;2,13;59,71;70,59;47,06
RUE JEAN-BAPTISTE CLEMENT [CHATEAU D'OLONNE] (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;32,26;13;8;1,63;38,31;23,08;30,77
RUE DES RIGOTTIERES [OLONNE SUR MER] (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;32,26;12;5;2,40;30,92;50,00;66,67
RUE ROMAIN GARY [CHATEAU D'OLONNE] (85180);16;ECOLE PRIMAIRE DES NOUETTES;32,25;11;8;1,38;46,45;27,27;45,45
ALLEE DES CORMIERS (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;32,25;16;7;2,29;59,63;56,25;37,50
RUE ARLETTY (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;32,25;26;13;2,00;60,96;57,69;50,00
RUE PEPIN (85100);9;OFFICE DU TOURISME DE LA GARE ;32,24;65;41;1,59;57,92;32,31;41,54
RUE DES PAPILLONS (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;32,24;24;12;2,00;60,75;83,33;54,17
RUE DE LA FONTAINE [OLONNE SUR MER] (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;32,22;33;17;1,94;60,82;33,33;36,36
RUE RAOUL FOLLEREAU [OLONNE SUR MER] (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;32,22;15;9;1,67;52,93;20,00;46,67
RUE GUSTAVE FLAUBERT (85180);17;CENTRE DE LOISIRS DES PLESSES;32,21;32;19;1,68;55,59;56,25;25,00
ALLEE DES TROENES (85340);26;LYCEE ERIC TABARLY;32,20;18;9;2,00;60,06;55,56;55,56
RUE DU VIVIER [CHATEAU D'OLONNE] (85180);21;LA MAISON DES SPORTS;32,20;19;15;1,27;45,53;21,05;52,63
RUE DU HUIT MAI 1945 (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;32,20;77;43;1,79;63,75;54,55;50,65
RUE HAUTE (85100);6;SALLE DES FETES DE LA CHAUME N°1;32,20;59;34;1,74;60,25;50,85;49,15
RUE HERVE BAZIN [CHATEAU D'OLONNE] (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;32,19;15;8;1,88;57,20;40,00;46,67
RUE FRANÇOIS GUIZOT [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;32,18;12;9;1,33;46,00;25,00;58,33
IMPASSE DES VIOLLIERES (85340);26;LYCEE ERIC TABARLY;32,18;10;6;1,67;52,40;90,00;70,00
RUE HYACINTHE RIGAUD [CHATEAU D'OLONNE] (85180);15;GALERIE DES RIAUX;32,18;14;9;1,56;50,71;42,86;64,29
ALLEE DE BREM [CHATEAU D'OLONNE] (85180);20;COLONIE KER-NETRA;32,18;16;8;2,00;59,88;31,25;43,75
RUE DU FOND SABLAIS [CHATEAU D'OLONNE] (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;32,17;26;16;1,63;53,73;34,62;50,00
AVENUE DE LOUVOIS [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;32,16;32;25;1,28;42,34;25,00;34,38
RUE DE LA POITEVINIERE (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;32,16;38;18;2,11;62,87;50,00;47,37
RUE DES ÉTAMINES [OLONNE SUR MER] (85340);31;LE STELLA;32,15;11;7;1,57;39,27;18,18;54,55
ALLEE DU VERMENOU [CHATEAU D'OLONNE] (85180);20;COLONIE KER-NETRA;32,15;17;9;1,89;57,88;23,53;41,18
IMPASSE DES CASTELONNES (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;32,14;22;13;1,69;54,64;36,36;50,00
RUE DES VENUS (85340);30;OLONNESPACE;32,12;27;14;1,93;60,11;40,74;51,85
RUE CLEMENT ADER [OLONNE SUR MER] (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;32,12;21;13;1,62;53,05;23,81;42,86
RUE CLAUDE LEVI-STRAUSS (85340);34;CENTRE JEAN DE LA FONTAINE ;32,12;29;15;1,93;60,48;37,93;51,72
RUE BISSON (85100);1;HOTEL DE VILLE;32,11;12;6;2,00;59,58;8,33;50,00
RUE GILBERT BECAUD (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;32,10;26;13;2,00;61,46;46,15;38,46
IMPASSE LOUIS ARAGON [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;32,10;26;19;1,37;48,85;34,62;34,62
IMPASSE ALPHONSE LAVERAN (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;32,09;22;9;2,44;60,95;63,64;50,00
ALLEE DE SAINT-GILLES [CHATEAU D'OLONNE] (85180);20;COLONIE KER-NETRA;32,09;13;6;2,17;59,77;23,08;53,85
IMPASSE DE LA ROSE DES VENTS [CHATEAU D'OLONNE] (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;32,09;32;25;1,28;42,09;31,25;50,00
RUE ERNEST LANDRIEAU (85340);30;OLONNESPACE;32,08;136;98;1,39;59,17;49,26;47,06
RUE VEDRINES (85100);7;SALLE AUDUBON N°1;32,07;21;10;2,10;60,90;33,33;47,62
ROUTE DES MARAICHERS (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;32,06;71;41;1,73;62,23;64,79;50,70
ROUTE DE LA MER [OLONNE SUR MER] (85340);33;COLONIE DE SAUVETERRE;32,06;18;13;1,38;41,78;33,33;38,89
RUE DES SOURCES (85340);34;CENTRE JEAN DE LA FONTAINE ;32,06;30;13;2,31;62,13;56,67;50,00
RUE LOUIS JOUVET [CHATEAU D'OLONNE] (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;32,06;10;6;1,67;52,80;10,00;30,00
RUE LINO VENTURA (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;32,05;14;9;1,56;51,14;50,00;50,00
CHEMIN DE LA MARMETTE (85180);21;LA MAISON DES SPORTS;32,05;24;14;1,71;55,67;41,67;54,17
IMPASSE DE LA ROSE DES VENTS (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;32,04;38;28;1,36;50,39;36,84;36,84
ALLEE DES EGLANTIERS [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;32,04;18;11;1,64;53,33;44,44;38,89
RUE GUSTAVE CHARPENTIER [CHATEAU D'OLONNE] (85180);16;ECOLE PRIMAIRE DES NOUETTES;32,03;10;6;1,67;52,90;20,00;40,00
IMPASSE DES DORINES (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;32,02;15;9;1,67;53,60;73,33;33,33
RUE CLAUDE LEVI-STRAUSS [OLONNE SUR MER] (85340);34;CENTRE JEAN DE LA FONTAINE ;32,02;19;12;1,58;37,53;57,89;52,63
RUE DE LA MOTHERIE (85340);34;CENTRE JEAN DE LA FONTAINE ;32,02;23;10;2,30;61,35;52,17;56,52
RUE DU SEMAPHORE (85100);6;SALLE DES FETES DE LA CHAUME N°1;32,01;32;18;1,78;58,13;43,75;50,00
PROMENADE DU PRESIDENT KENNEDY (85100);35;SALLE AUDUBON N°2;32,00;101;56;1,80;67,73;39,60;40,59
RUE DU PORT (85340);31;LE STELLA;31,99;26;14;1,86;58,96;57,69;57,69
RUE L ANCIENNE SOUS-PREFECTURE (85100);1;HOTEL DE VILLE;31,98;67;41;1,63;60,01;37,31;41,79
RUE DU DOMAINE (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;31,98;15;7;2,14;60,40;53,33;46,67
COUREE DES JONCS [OLONNE SUR MER] (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;31,98;18;13;1,38;41,50;33,33;55,56
RUE DE LA MARCELLIERE [CHATEAU D'OLONNE] (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;31,97;26;20;1,30;47,88;34,62;53,85
IMPASSE BOUGNIOT (85100);9;OFFICE DU TOURISME DE LA GARE ;31,97;17;10;1,70;54,71;17,65;47,06
RUE GÉNÉRAL CHARETTE (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;31,96;45;23;1,96;63,60;53,33;51,11
RUE DES ROSES (85100);4;ECOLE MATERNELLE CLEMENCEAU;31,95;21;15;1,40;49,29;57,14;33,33
IMPASSE DES IPOMÉES [CHATEAU D'OLONNE] (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;31,93;16;7;2,29;60,69;18,75;56,25
AVENUE RENE COTY [CHATEAU D'OLONNE] (85180);35;SALLE AUDUBON N°2;31,93;16;10;1,60;52,69;31,25;43,75
RUE DE MONTAUBAN (85100);5;CENTRE DE LOISIRS DE L'ARMANDECHE N°1;31,92;118;73;1,62;64,25;34,75;38,98
RUE DE TOUVENT [CHATEAU D'OLONNE] (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;31,92;14;11;1,27;44,07;64,29;28,57
RUE DES ROSES (85100);7;SALLE AUDUBON N°1;31,91;57;30;1,90;64,23;29,82;38,60
RUE DES RESEDAS [OLONNE SUR MER] (85340);27; GYMNASE DES CHIRONS;31,91;43;25;1,72;58,77;6,98;46,51
RUE DU COTEAU [CHATEAU D'OLONNE] (85180);17;CENTRE DE LOISIRS DES PLESSES;31,91;12;8;1,50;50,25;41,67;66,67
RUE DES DEUX PHARES (85100);4;ECOLE MATERNELLE CLEMENCEAU;31,90;37;21;1,76;58,84;27,03;48,65
RUE DU PRE LORET [OLONNE SUR MER] (85340);34;CENTRE JEAN DE LA FONTAINE ;31,89;11;6;1,83;56,82;36,36;54,55
RUE DES LANDES (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;31,89;25;13;1,92;60,48;48,00;64,00
RUE JULES CHERET (85180);15;GALERIE DES RIAUX;31,89;14;7;2,00;60,57;35,71;50,00
IMPASSE ROB. VEL [OLONNE SUR MER] (85340);30;OLONNESPACE;31,88;22;13;1,69;34,50;36,36;54,55
RUE DU LT MAURICE ANGER (85100);6;SALLE DES FETES DE LA CHAUME N°1;31,88;51;31;1,65;58,43;27,45;49,02
QUAI GUINE (85100);1;HOTEL DE VILLE;31,88;29;19;1,53;53,14;51,72;41,38
RUE RAYMOND POINCARE [CHATEAU D'OLONNE] (85180);17;CENTRE DE LOISIRS DES PLESSES;31,87;11;8;1,38;47,73;18,18;27,27
RUE PAUL BERT (85340);34;CENTRE JEAN DE LA FONTAINE ;31,87;34;18;1,89;61,09;47,06;52,94
RUE ANDRE GIDE (85180);16;ECOLE PRIMAIRE DES NOUETTES;31,87;12;7;1,71;54,67;50,00;41,67
IMPASSE NIEPCE (85180);36;ECOLE PRIMAIRE RENE MILLET ;31,86;13;5;2,60;60,54;76,92;61,54
RUE HENRI MONDOR (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;31,85;20;9;2,22;61,50;45,00;45,00
ALLÉE DES PALOMBES (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;31,85;15;8;1,88;58,33;33,33;53,33
RUE DES BECASSINES (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;31,84;17;6;2,83;61,12;17,65;52,94
ALLEE DU PRE DES JONCS (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;31,84;17;8;2,13;61,12;5,88;47,06
RUE DES HIRONDELLES (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;31,83;54;31;1,74;60,94;53,70;51,85
RUE DU SABORD (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;31,82;29;16;1,81;59,03;44,83;51,72
IMPASSE RIBLIER (85100);2;AUDITORIUM SAINT-MICHEL;31,82;15;7;2,14;60,93;46,67;40,00
RUE MAURICE RAVEL [CHATEAU D'OLONNE] (85180);16;ECOLE PRIMAIRE DES NOUETTES;31,82;35;29;1,21;47,74;40,00;45,71
RUE DES CORMORANS (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;31,82;43;21;2,05;64,67;37,21;53,49
AVENUE FRANCOIS MITTERRAND (85340);34;CENTRE JEAN DE LA FONTAINE ;31,80;16;8;2,00;61,13;68,75;56,25
ALLEE DE LA HOULETTE [OLONNE SUR MER] (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;31,79;11;8;1,38;42,00;36,36;45,45
RUE ALAIN COLAS [CHATEAU D'OLONNE] (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;31,79;31;18;1,72;57,61;45,16;41,94
RUE NATIONALE (85100);8;ECOLE MATERNELLE DES JARDINS;31,79;64;38;1,68;61,27;34,38;42,19
ALLEE DES BRUANTS (85340);31;LE STELLA;31,78;14;7;2,00;60,93;35,71;50,00
RUE GÉNÉRAL CHARETTE (85340);34;CENTRE JEAN DE LA FONTAINE ;31,77;12;7;1,71;55,00;50,00;75,00
RUE TRAVOT (85100);1;HOTEL DE VILLE;31,76;17;11;1,55;52,29;29,41;17,65
RUE FRANCOIS VILLON [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;31,76;13;9;1,44;49,77;30,77;30,77
RUE MARECHAL JOFFRE (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;31,75;136;87;1,56;63,76;50,74;50,00
RUE DU LARGE (85100);5;CENTRE DE LOISIRS DE L'ARMANDECHE N°1;31,75;25;13;1,92;60,96;48,00;44,00
RUE PIERRE CURIE (85180);36;ECOLE PRIMAIRE RENE MILLET ;31,74;18;9;2,00;61,61;27,78;44,44
RUE DES PERDRIX (85340);31;LE STELLA;31,73;62;33;1,88;65,08;50,00;45,16
RUE CHARLES PEGUY (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;31,73;43;21;2,05;64,98;46,51;46,51
ALLEE DE L'ORANGERIE (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;31,72;23;11;2,09;62,35;30,43;52,17
RUE ANDRE MESSAGER (85180);16;ECOLE PRIMAIRE DES NOUETTES;31,69;28;17;1,65;56,04;50,00;53,57
IMPASSE DE LA CHAUVETIERE (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;31,69;10;5;2,00;60,70;30,00;50,00
IMPASSE DU MOULIN DE ST JEAN (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;31,69;16;9;1,78;57,06;68,75;50,00
RUE DU GRAND HUNIER (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;31,68;35;18;1,94;62,97;51,43;48,57
ALLÉE DES GRIOTTIERS [OLONNE SUR MER] (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;31,67;14;7;2,00;61,29;21,43;57,14
IMPASSE DES MARJOLAINES [OLONNE SUR MER] (85340);26;LYCEE ERIC TABARLY;31,67;20;11;1,82;58,45;40,00;50,00
RUE GUILLAUME APOLLINAIRE [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;31,67;10;6;1,67;54,10;40,00;60,00
RUE PETITE BARDINIERE (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;31,66;15;9;1,67;54,80;86,67;53,33
AVENUE DU COMMANDANT BELMONT (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;31,64;20;10;2,00;62,20;65,00;50,00
RUE DES GLYCINES [OLONNE SUR MER] (85340);26;LYCEE ERIC TABARLY;31,64;15;12;1,25;43,47;60,00;46,67
RUE DE LA CAISSE D'EPARGNE (85100);1;HOTEL DE VILLE;31,64;33;21;1,57;55,36;42,42;39,39
RUE DU CHEMIN CREUX (85340);34;CENTRE JEAN DE LA FONTAINE ;31,64;21;11;1,91;60,52;47,62;42,86
RUE SERPENTINE (85180);35;SALLE AUDUBON N°2;31,62;21;11;1,91;60,57;61,90;57,14
RUE DU SEMAPHORE (85100);5;CENTRE DE LOISIRS DE L'ARMANDECHE N°1;31,61;96;59;1,63;64,98;27,08;47,92
RUE DU PRE POUBERT [CHATEAU D'OLONNE] (85180);36;ECOLE PRIMAIRE RENE MILLET ;31,61;17;11;1,55;52,82;29,41;47,06
RUE JEAN CARMET [CHATEAU D'OLONNE] (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;31,61;17;11;1,55;37,18;47,06;41,18
RUE DU MOULIN CASSE [CHATEAU D'OLONNE] (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;31,59;13;8;1,63;36,08;38,46;53,85
RUE DE LA PATRIE (85100);1;HOTEL DE VILLE;31,58;28;16;1,75;58,46;28,57;64,29
RUE DU DOCTEUR CANTETEAU (85100);12;SALLE DES FETES DE LA CHAUME N°2;31,58;12;8;1,50;51,33;58,33;50,00
RUE CAMILLE FLAMMARION (85100);4;ECOLE MATERNELLE CLEMENCEAU;31,57;20;11;1,82;58,80;15,00;55,00
RUE DES TULIPES (85100);3;CONSERVATOIRE MARIN MARAIS;31,57;38;20;1,90;62,84;36,84;52,63
IMPASSE MIRVILLE (85100);2;AUDITORIUM SAINT-MICHEL;31,56;20;12;1,67;55,80;30,00;40,00
RUE DE LA BAUDUERE (85100);9;OFFICE DU TOURISME DE LA GARE ;31,55;134;88;1,52;63,62;28,36;35,07
RUE JULES VERNE [CHATEAU D'OLONNE] (85180);20;COLONIE KER-NETRA;31,55;15;8;1,88;59,33;13,33;40,00
RUE FLANDRINE DE NASSAU (85100);8;ECOLE MATERNELLE DES JARDINS;31,55;13;8;1,63;54,08;38,46;38,46
AVENUE DE TANCHET (85100);7;SALLE AUDUBON N°1;31,55;14;7;2,00;61,71;28,57;28,57
RUE MAURICE (85100);4;ECOLE MATERNELLE CLEMENCEAU;31,55;20;12;1,67;55,85;30,00;45,00
RUE DE LA TRIGALLE (85100);12;SALLE DES FETES DE LA CHAUME N°2;31,54;13;6;2,17;61,62;30,77;30,77
RUE DE LA CHENAIE (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;31,52;38;19;2,00;65,00;57,89;47,37
RUE DES HANNETONS [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;31,50;12;8;1,50;51,58;0,00;58,33
RUE DES PALUDIERS (85340);31;LE STELLA;31,50;46;27;1,70;60,22;71,74;45,65
RUE PAUL CEZANNE (85340);30;OLONNESPACE;31,49;20;11;1,82;59,05;40,00;50,00
RUE DES GRANDS RIAUX (85180);15;GALERIE DES RIAUX;31,48;99;61;1,62;65,72;54,55;43,43
RUE DES LIBELLULES [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;31,48;14;10;1,40;49,93;50,00;57,14
RUE HERGE [OLONNE SUR MER] (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;31,48;13;9;1,44;50,69;53,85;53,85
PROMENADE GEORGES CLEMENCEAU (85100);8;ECOLE MATERNELLE DES JARDINS;31,47;135;65;2,08;73,42;42,96;40,74
RUE ALBERT UDERZO (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;31,45;22;11;2,00;63,09;54,55;50,00
IMPASSE JACQUES BALMAT (85180);36;ECOLE PRIMAIRE RENE MILLET ;31,45;24;11;2,18;63,38;54,17;45,83
RUE DES GRANDES PRISES (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;31,43;74;42;1,76;65,34;60,81;45,95
RUE JEAN DE LA BRUYERE [CHATEAU D'OLONNE] (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;31,40;13;6;2,17;62,08;15,38;46,15
RUE DE LA BASSE TONNELLE (85340);30;OLONNESPACE;31,39;25;13;1,92;62,16;48,00;48,00
IMPASSE DE LA PORTE DU SOLEIL (85180);36;ECOLE PRIMAIRE RENE MILLET ;31,37;74;59;1,25;55,38;59,46;32,43
RUE DES TILLEULS [OLONNE SUR MER] (85340);26;LYCEE ERIC TABARLY;31,35;19;12;1,58;54,68;31,58;36,84
RUE DES JONQUILLES [OLONNE SUR MER] (85340);27; GYMNASE DES CHIRONS;31,34;14;9;1,56;53,50;35,71;35,71
RUE SAINT EXUPERY (85100);7;SALLE AUDUBON N°1;31,30;31;16;1,94;63,55;41,94;45,16
IMPASSE DES FICAIRES [OLONNE SUR MER] (85340);34;CENTRE JEAN DE LA FONTAINE ;31,30;10;5;2,00;62,00;10,00;40,00
RUE DE LA CITE (85340);31;LE STELLA;31,28;12;9;1,33;49,00;75,00;50,00
AVENUE FRANCOIS MITTERRAND (85340);27; GYMNASE DES CHIRONS;31,28;72;44;1,64;63,07;38,89;41,67
ALLEE DE LA FLEUR DE SEL (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;31,28;21;13;1,62;55,86;42,86;47,62
RUE DE LA POINTE (85340);33;COLONIE DE SAUVETERRE;31,26;17;7;2,43;63,06;47,06;47,06
RUE DES FOSSES ROUGES (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;31,26;30;18;1,67;58,13;46,67;46,67
ALLEE DES OYATS (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;31,26;32;17;1,88;62,72;46,88;34,38
RUE DE LA BRECHOIRE (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;31,26;16;9;1,78;58,50;31,25;62,50
RUE DENISE GREY [CHATEAU D'OLONNE] (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;31,25;14;8;1,75;57,71;7,14;57,14
RUE ALBERT UDERZO [OLONNE SUR MER] (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;31,24;17;10;1,70;32,88;29,41;52,94
RUE PETITE BARDINIERE [OLONNE SUR MER] (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;31,24;24;17;1,41;37,71;41,67;37,50
RUE DES HALLES (85100);1;HOTEL DE VILLE;31,23;59;37;1,59;60,64;30,51;42,37
BOULEVARD PASTEUR (85100);4;ECOLE MATERNELLE CLEMENCEAU;31,23;119;77;1,55;65,14;27,73;42,86
RUE DES SYRPHES (85340);26;LYCEE ERIC TABARLY;31,23;26;17;1,53;54,96;61,54;46,15
RUE DE LA FREMONDIERE (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;31,22;38;20;1,90;64,00;50,00;50,00
RUE DES DOUZE QUARTIERS (85340);33;COLONIE DE SAUVETERRE;31,22;30;17;1,76;60,23;30,00;56,67
RUE DE LA PRAIRIE (85100);2;AUDITORIUM SAINT-MICHEL;31,21;44;32;1,38;54,32;38,64;25,00
RUE DES BELLES FEUILLES (85340);34;CENTRE JEAN DE LA FONTAINE ;31,21;44;23;1,91;65,09;45,45;38,64
RUE DU MARECHAL BUGEAUD (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;31,20;35;16;2,19;65,66;54,29;57,14
RUE DU DR CHARCOT (85100);9;OFFICE DU TOURISME DE LA GARE ;31,18;82;52;1,58;63,54;36,59;45,12
ALLEE DU JABRIA (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;31,18;12;6;2,00;62,67;75,00;41,67
RUE D'AZUR (85100);7;SALLE AUDUBON N°1;31,18;10;5;2,00;62,40;20,00;50,00
RUE EMILE ZOLA (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;31,17;13;6;2,17;62,85;23,08;46,15
RUE DU DR LAENNEC (85100);2;AUDITORIUM SAINT-MICHEL;31,16;74;52;1,42;59,47;37,84;37,84
IMPASSE DE L'AUMONERIE [OLONNE SUR MER] (85340);34;CENTRE JEAN DE LA FONTAINE ;31,14;10;7;1,43;51,10;40,00;40,00
PROMENADE DU PRESIDENT KENNEDY (85100);7;SALLE AUDUBON N°1;31,13;120;64;1,88;72,07;23,33;45,83
ALLEE DU MOULIN DES AJONCS (85100);12;SALLE DES FETES DE LA CHAUME N°2;31,12;17;7;2,43;63,53;29,41;47,06
RUE DES DIGITALES (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;31,11;43;24;1,79;62,86;58,14;48,84
RUE JULES VERNE (85180);20;COLONIE KER-NETRA;31,11;13;8;1,63;55,54;15,38;53,85
PLACE CAMILLE SAINT-SAENS [CHATEAU D'OLONNE] (85180);16;ECOLE PRIMAIRE DES NOUETTES;31,10;15;13;1,15;43,60;26,67;26,67
IMP DU MOULIN DU PUITS ROCHAIS (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;31,10;31;16;1,94;64,23;38,71;45,16
IMPASSE ALEXANDRE YERSIN [CHATEAU D'OLONNE] (85180);15;GALERIE DES RIAUX;31,09;23;16;1,44;36,83;65,22;47,83
RUE DU PONT LEVIS (85100);4;ECOLE MATERNELLE CLEMENCEAU;31,08;24;15;1,60;56,58;33,33;41,67
RUE DU DOCTEUR SCHWEITZER [CHATEAU D'OLONNE] (85180);35;SALLE AUDUBON N°2;31,08;10;7;1,43;51,30;20,00;60,00
RUE VICTOR CORNIL (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;31,08;51;28;1,82;64,63;64,71;49,02
RUE PAUL POIROUX [OLONNE SUR MER] (85340);27; GYMNASE DES CHIRONS;31,07;18;10;1,80;59,83;27,78;50,00
RUE GERARD DE NERVAL (85180);17;CENTRE DE LOISIRS DES PLESSES;31,05;14;7;2,00;63,36;57,14;50,00
ALLEE DES PETUNIAS (85340);27; GYMNASE DES CHIRONS;31,05;15;8;1,88;61,00;46,67;46,67
RUE DES PERVENCHES (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;31,05;13;7;1,86;60,38;30,77;38,46
RUE ROBERVAL [CHATEAU D'OLONNE] (85180);21;LA MAISON DES SPORTS;31,03;20;13;1,54;55,00;25,00;55,00
RUE DES FRERES ROCHIER (85100);3;CONSERVATOIRE MARIN MARAIS;31,03;51;27;1,89;66,16;37,25;50,98
RUE DE TOUVENT (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;31,02;36;22;1,64;59,11;52,78;44,44
RUE CHRISTOPHE COLOMB [CHATEAU D'OLONNE] (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;31,02;11;6;1,83;59,73;9,09;54,55
